协议编号,借据编号,还款期数,还款日期,实还利息,实还本金,还款金额,还款标志
390128683612,106,6,2018-12-02,288.69,2645.09,2933.78,1
171008950588,112,1,2018-08-09,252.00,0.00,252.00,1
171008950588,112,2,2018-09-09,252.00,0.00,252.00,1
171008950588,112,3,2018-10-09,252.00,0.00,252.00,1
171008950588,112,4,2018-11-09,252.00,0.00,252.00,1
171008950588,112,5,2018-12-09,252.00,0.00,252.00,1
250486722884,104,1,2018-04-14,1528.00,9907.76,11435.76,1
250486722884,104,2,2018-05-14,1448.74,9987.02,11435.76,1
250486722884,104,3,2018-06-14,1368.84,10066.92,11435.76,1
250486722884,104,4,2018-07-14,1288.31,10147.45,11435.76,1
250486722884,104,5,2018-08-14,1207.13,10228.63,11435.76,1
250486722884,104,6,2018-09-14,1125.30,10310.46,11435.76,1
250486722884,104,7,2018-10-14,1042.81,10392.95,11435.76,1
271436234993,105,1,2018-02-04,28614.00,0.00,28614.00,1
271436234993,105,2,2018-03-04,28614.00,0.00,28614.00,1
271436234993,105,3,2018-04-04,28614.00,4769000.00,4797614.00,1
110586161910,104,1,2018-08-20,2538.00,16439.18,18977.18,1
110586161910,104,2,2018-09-20,2439.36,16537.82,18977.18,1
110586161910,104,3,2018-10-20,2340.14,16637.04,18977.18,1
110586161910,104,4,2018-11-20,2240.32,16736.86,18977.18,1
110586161910,104,5,2018-12-20,2139.89,16837.29,18977.18,1
140750804864,107,1,2018-07-29,3738.00,0.00,3738.00,1
140750804864,107,2,2018-08-29,3738.00,0.00,3738.00,1
140750804864,107,3,2018-09-29,3738.00,0.00,3738.00,1
140750804864,107,4,2018-10-29,3738.00,0.00,3738.00,1
140750804864,107,5,2018-11-29,3738.00,0.00,3738.00,1
140750804864,107,6,2018-12-29,3738.00,623000.00,626738.00,1
250923703493,106,1,2018-03-09,424.00,8658.31,9082.31,1
250923703493,106,2,2018-04-09,354.73,8727.58,9082.31,1
250923703493,106,3,2018-05-09,284.91,8797.40,9082.31,1
250923703493,106,4,2018-06-09,214.53,8867.78,9082.31,1
060293182137,110,1,2018-05-05,14.00,333.33,347.33,1
060293182137,110,2,2018-06-05,11.67,333.33,345.00,1
060293182137,110,3,2018-07-05,9.33,333.33,342.67,1
260857527430,102,1,2018-07-20,518.00,12119.26,12637.26,1
260857527430,102,2,2018-08-20,433.17,12204.09,12637.26,1
260857527430,102,3,2018-09-20,347.74,12289.52,12637.26,1
260857527430,102,4,2018-10-20,261.71,12375.55,12637.26,1
160202146838,103,1,2018-06-22,140.00,3275.47,3415.47,1
160202146838,103,2,2018-07-22,117.07,3298.40,3415.47,1
160202146838,103,3,2018-08-22,93.98,3321.49,3415.47,1
160202146838,103,4,2018-09-22,70.73,3344.74,3415.47,1
251513973128,103,1,2018-08-07,5943.00,0.00,5943.00,1
251513973128,103,2,2018-09-07,5943.00,0.00,5943.00,1
251513973128,103,3,2018-10-07,5943.00,0.00,5943.00,1
251513973128,103,4,2018-11-07,5943.00,0.00,5943.00,1
251513973128,103,5,2018-12-07,5943.00,0.00,5943.00,1
050364845720,112,1,2018-07-23,192.00,2579.81,2771.81,1
050364845720,112,2,2018-08-23,176.52,2595.29,2771.81,1
211059023002,101,1,2018-05-30,14184.00,65666.67,79850.67,1
211059023002,101,2,2018-06-30,13593.00,65666.67,79259.67,1
211059023002,101,3,2018-07-30,13002.00,65666.67,78668.67,1
211059023002,101,4,2018-08-30,12411.00,65666.67,78077.67,1
211059023002,101,5,2018-09-30,11820.00,65666.67,77486.67,1
211059023002,101,6,2018-10-30,11229.00,65666.67,76895.67,1
211059023002,101,7,2018-11-30,10638.00,65666.67,76304.67,1
211059023002,101,8,2018-12-30,10047.00,65666.67,75713.67,1
230981300310,103,1,2018-07-30,5208.00,121847.66,127055.66,1
120397116857,116,1,2018-05-04,360.00,11880.80,12240.80,1
050577971741,100,1,2018-05-19,2088.00,37805.76,39893.76,1
050577971741,100,2,2018-06-19,1747.75,38146.01,39893.76,1
050577971741,100,3,2018-07-19,1404.43,38489.33,39893.76,1
050577971741,100,4,2018-08-19,1058.03,38835.73,39893.76,1
230404039677,101,1,2018-04-19,1200.00,66666.67,67866.67,1
171255318351,110,1,2018-08-19,1674.00,15500.00,17174.00,1
171255318351,110,2,2018-09-19,1534.50,15500.00,17034.50,1
050996070514,102,1,2018-07-27,3402.00,126000.00,129402.00,1
050996070514,102,2,2018-08-27,2268.00,126000.00,128268.00,1
050996070514,102,3,2018-09-27,1134.00,126000.00,127134.00,1
190236400641,117,1,2018-04-25,297.00,0.00,297.00,1
180975964800,105,1,2018-07-15,1554.00,0.00,1554.00,1
180975964800,105,2,2018-08-15,1554.00,0.00,1554.00,1
180975964800,105,3,2018-09-15,1554.00,0.00,1554.00,1
180975964800,105,4,2018-10-15,1554.00,0.00,1554.00,1
180975964800,105,5,2018-11-15,1554.00,0.00,1554.00,1
180975964800,105,6,2018-12-15,1554.00,0.00,1554.00,1
240341178955,103,1,2018-02-06,140.00,1046.46,1186.46,1
240341178955,103,2,2018-03-06,132.67,1053.79,1186.46,1
240341178955,103,3,2018-04-06,125.30,1061.16,1186.46,1
240341178955,103,4,2018-05-06,117.87,1068.59,1186.46,1
240341178955,103,5,2018-06-06,110.39,1076.07,1186.46,1
160897980669,105,1,2018-06-30,112.00,1116.22,1228.22,1
160897980669,105,2,2018-07-31,103.07,1125.15,1228.22,1
160897980669,105,3,2018-08-31,94.07,1134.15,1228.22,1
160897980669,105,4,2018-09-30,85.00,1143.22,1228.22,1
160897980669,105,5,2018-10-31,75.85,1152.37,1228.22,1
160897980669,105,6,2018-11-30,66.63,1161.59,1228.22,1
110496418867,114,1,2018-03-12,13419.00,76676.29,90095.29,1
110496418867,114,2,2018-04-12,12728.91,77366.38,90095.29,1
110496418867,114,3,2018-05-12,12032.62,78062.67,90095.29,1
110496418867,114,4,2018-06-12,11330.05,78765.24,90095.29,1
110496418867,114,5,2018-07-12,10621.16,79474.13,90095.29,1
110496418867,114,6,2018-08-12,9905.90,80189.39,90095.29,1
110496418867,114,7,2018-09-12,9184.19,80911.10,90095.29,1
110496418867,114,8,2018-10-12,8455.99,81639.30,90095.29,1
110496418867,114,9,2018-11-12,7721.24,82374.05,90095.29,1
110496418867,114,10,2018-12-12,6979.87,83115.42,90095.29,1
041205098951,103,1,2018-05-20,1170.00,8125.00,9295.00,1
041205098951,103,2,2018-06-20,1121.25,8125.00,9246.25,1
041205098951,103,3,2018-07-20,1072.50,8125.00,9197.50,1
041205098951,103,4,2018-08-20,1023.75,8125.00,9148.75,1
041205098951,103,5,2018-09-20,975.00,8125.00,9100.00,1
041205098951,103,6,2018-10-20,926.25,8125.00,9051.25,1
041205098951,103,7,2018-11-20,877.50,8125.00,9002.50,1
041205098951,103,8,2018-12-20,828.75,8125.00,8953.75,1
070439379558,103,1,2018-06-14,39580.00,164916.67,204496.67,1
070439379558,103,2,2018-07-14,37930.83,164916.67,202847.50,1
070439379558,103,3,2018-08-14,36281.67,164916.67,201198.33,1
070439379558,103,4,2018-09-14,34632.50,164916.67,199549.17,1
070439379558,103,5,2018-10-14,32983.33,164916.67,197900.00,1
070439379558,103,6,2018-11-14,31334.17,164916.67,196250.83,1
070439379558,103,7,2018-12-14,29685.00,164916.67,194601.67,1
430196457737,106,1,2018-08-11,34293.00,1621622.16,1655915.16,1
230320939318,113,1,2018-05-10,162.00,1500.00,1662.00,1
230320939318,113,2,2018-06-10,153.00,1500.00,1653.00,1
230320939318,113,3,2018-07-10,144.00,1500.00,1644.00,1
230320939318,113,4,2018-08-10,135.00,1500.00,1635.00,1
060905707885,116,1,2018-06-14,5368.00,34806.83,40174.83,1
060905707885,116,2,2018-07-14,5089.55,35085.28,40174.83,1
060905707885,116,3,2018-08-14,4808.86,35365.97,40174.83,1
060905707885,116,4,2018-09-14,4525.94,35648.89,40174.83,1
060905707885,116,5,2018-10-14,4240.74,35934.09,40174.83,1
060905707885,116,6,2018-11-14,3953.27,36221.56,40174.83,1
060905707885,116,7,2018-12-14,3663.50,36511.33,40174.83,1
301250006771,102,1,2018-07-21,168.00,7944.26,8112.26,1
251455367065,103,1,2018-02-21,230.00,1916.67,2146.67,1
251455367065,103,2,2018-03-21,210.83,1916.67,2127.50,1
251455367065,103,3,2018-04-21,191.67,1916.67,2108.33,1
251455367065,103,4,2018-05-21,172.50,1916.67,2089.17,1
251455367065,103,5,2018-06-21,153.33,1916.67,2070.00,1
301618067906,115,1,2018-05-30,26910.00,124583.33,151493.33,1
301618067906,115,2,2018-06-30,25788.75,124583.33,150372.08,1
050909851381,112,1,2018-02-09,207.00,0.00,207.00,1
050909851381,112,2,2018-03-09,207.00,0.00,207.00,1
050909851381,112,3,2018-04-09,207.00,0.00,207.00,1
050909851381,112,4,2018-05-09,207.00,0.00,207.00,1
130862277632,105,1,2018-07-27,175.00,1041.67,1216.67,1
130862277632,105,2,2018-08-27,167.71,1041.67,1209.38,1
460089530054,101,1,2018-07-15,24039.00,0.00,24039.00,1
460089530054,101,2,2018-08-15,24039.00,0.00,24039.00,1
460089530054,101,3,2018-09-15,24039.00,0.00,24039.00,1
460089530054,101,4,2018-10-15,24039.00,0.00,24039.00,1
460089530054,101,5,2018-11-15,24039.00,0.00,24039.00,1
460089530054,101,6,2018-12-15,24039.00,0.00,24039.00,1
161478463918,113,1,2018-05-13,30969.00,143375.00,174344.00,1
161478463918,113,2,2018-06-13,29678.62,143375.00,173053.62,1
161478463918,113,3,2018-07-13,28388.25,143375.00,171763.25,1
161478463918,113,4,2018-08-13,27097.88,143375.00,170472.88,1
161478463918,113,5,2018-09-13,25807.50,143375.00,169182.50,1
161478463918,113,6,2018-10-13,24517.12,143375.00,167892.12,1
161478463918,113,7,2018-11-13,23226.75,143375.00,166601.75,1
161478463918,113,8,2018-12-13,21936.38,143375.00,165311.38,1
290290059917,119,1,2018-07-18,18576.00,0.00,18576.00,1
290290059917,119,2,2018-08-18,18576.00,0.00,18576.00,1
290290059917,119,3,2018-09-18,18576.00,0.00,18576.00,1
290290059917,119,4,2018-10-18,18576.00,0.00,18576.00,1
290290059917,119,5,2018-11-18,18576.00,0.00,18576.00,1
290290059917,119,6,2018-12-18,18576.00,0.00,18576.00,1
230773089988,113,1,2018-06-01,8052.00,0.00,8052.00,1
250290481499,103,1,2018-07-10,300.00,0.00,300.00,1
051084546266,119,1,2018-04-04,245.00,11666.67,11911.67,1
051084546266,119,2,2018-05-04,163.33,11666.67,11830.00,1
051084546266,119,3,2018-06-04,81.67,11666.67,11748.33,1
460005873293,102,1,2018-07-10,1596.00,19000.00,20596.00,1
460005873293,102,2,2018-08-10,1463.00,19000.00,20463.00,1
460005873293,102,3,2018-09-10,1330.00,19000.00,20330.00,1
460005873293,102,4,2018-10-10,1197.00,19000.00,20197.00,1
460005873293,102,5,2018-11-10,1064.00,19000.00,20064.00,1
460005873293,102,6,2018-12-10,931.00,19000.00,19931.00,1
260535072109,112,1,2018-03-27,7776.00,44432.14,52208.14,1
370062312448,103,1,2018-03-26,8667.00,53500.00,62167.00,1
370062312448,103,2,2018-04-26,8185.50,53500.00,61685.50,1
370062312448,103,3,2018-05-26,7704.00,53500.00,61204.00,1
370062312448,103,4,2018-06-26,7222.50,53500.00,60722.50,1
370062312448,103,5,2018-07-26,6741.00,53500.00,60241.00,1
370062312448,103,6,2018-08-26,6259.50,53500.00,59759.50,1
370062312448,103,7,2018-09-26,5778.00,53500.00,59278.00,1
370062312448,103,8,2018-10-26,5296.50,53500.00,58796.50,1
370062312448,103,9,2018-11-26,4815.00,53500.00,58315.00,1
370062312448,103,10,2018-12-26,4333.50,53500.00,57833.50,1
050642479572,111,1,2018-02-02,133.00,1055.56,1188.56,1
050642479572,111,2,2018-03-02,125.61,1055.56,1181.17,1
050642479572,111,3,2018-04-02,118.22,1055.56,1173.78,1
232057761035,112,1,2018-03-10,1446.00,80333.33,81779.33,1
232057761035,112,2,2018-04-10,964.00,80333.33,81297.33,1
232057761035,112,3,2018-05-10,482.00,80333.33,80815.33,1
131372454821,106,1,2018-07-20,690.00,18881.17,19571.17,1
131372454821,106,2,2018-08-20,576.71,18994.46,19571.17,1
131372454821,106,3,2018-09-20,462.75,19108.42,19571.17,1
131372454821,106,4,2018-10-20,348.10,19223.07,19571.17,1
271185209124,112,1,2018-02-20,455.00,2708.33,3163.33,1
271185209124,112,2,2018-03-20,436.04,2708.33,3144.38,1
271185209124,112,3,2018-04-20,417.08,2708.33,3125.42,1
271185209124,112,4,2018-05-20,398.12,2708.33,3106.46,1
271185209124,112,5,2018-06-20,379.17,2708.33,3087.50,1
100133554736,112,1,2018-05-27,207.00,7666.67,7873.67,1
181113602581,112,1,2018-07-24,351.00,0.00,351.00,1
181113602581,112,2,2018-08-24,351.00,0.00,351.00,1
181113602581,112,3,2018-09-24,351.00,0.00,351.00,1
300858003871,118,1,2018-06-22,3204.00,87674.32,90878.32,1
181710445995,118,1,2018-08-18,1572.00,10916.67,12488.67,1
181710445995,118,2,2018-09-18,1506.50,10916.67,12423.17,1
181710445995,118,3,2018-10-18,1441.00,10916.67,12357.67,1
181710445995,118,4,2018-11-18,1375.50,10916.67,12292.17,1
181710445995,118,5,2018-12-18,1310.00,10916.67,12226.67,1
301155779720,102,1,2018-06-15,210.00,0.00,210.00,1
301155779720,102,2,2018-07-15,210.00,0.00,210.00,1
080993850719,112,1,2018-05-21,1520.00,0.00,1520.00,1
080993850719,112,2,2018-06-21,1520.00,0.00,1520.00,1
080993850719,112,3,2018-07-21,1520.00,152000.00,153520.00,1
091269601817,111,1,2018-08-05,56.00,0.00,56.00,1
091269601817,111,2,2018-09-05,56.00,0.00,56.00,1
091269601817,111,3,2018-10-05,56.00,7000.00,7056.00,1
040602343791,100,1,2018-04-21,135.00,1189.33,1324.33,1
040602343791,100,2,2018-05-21,124.30,1200.03,1324.33,1
040602343791,100,3,2018-06-21,113.50,1210.83,1324.33,1
040602343791,100,4,2018-07-21,102.60,1221.73,1324.33,1
040602343791,100,5,2018-08-21,91.60,1232.73,1324.33,1
300838618363,100,1,2018-07-13,7848.00,32713.11,40561.11,1
300838618363,100,2,2018-08-13,7553.58,33007.53,40561.11,1
390134139218,113,1,2018-08-07,612.00,0.00,612.00,1
390134139218,113,2,2018-09-07,612.00,0.00,612.00,1
040973619795,103,1,2018-04-11,32711.00,0.00,32711.00,1
040973619795,103,2,2018-05-11,32711.00,0.00,32711.00,1
040973619795,103,3,2018-06-11,32711.00,0.00,32711.00,1
040973619795,103,4,2018-07-11,32711.00,0.00,32711.00,1
430167840207,102,1,2018-02-05,4212.00,78000.00,82212.00,1
430167840207,102,2,2018-03-05,3510.00,78000.00,81510.00,1
430167840207,102,3,2018-04-05,2808.00,78000.00,80808.00,1
430167840207,102,4,2018-05-05,2106.00,78000.00,80106.00,1
430167840207,102,5,2018-06-05,1404.00,78000.00,79404.00,1
430167840207,102,6,2018-07-05,702.00,78000.00,78702.00,1
161478063729,106,1,2018-06-11,208.00,8597.70,8805.70,1
091009644586,103,1,2018-08-28,1734.00,16055.56,17789.56,1
091009644586,103,2,2018-09-28,1637.67,16055.56,17693.22,1
091009644586,103,3,2018-10-28,1541.33,16055.56,17596.89,1
201613136704,116,1,2018-04-06,4250.00,70833.33,75083.33,1
201613136704,116,2,2018-05-06,3541.67,70833.33,74375.00,1
201613136704,116,3,2018-06-06,2833.33,70833.33,73666.67,1
200360974504,109,1,2018-03-13,3912.00,25365.93,29277.93,1
200360974504,109,2,2018-04-13,3709.07,25568.86,29277.93,1
111694193126,119,1,2018-05-24,7350.00,122500.00,129850.00,1
410068594094,105,1,2018-03-28,3970.00,0.00,3970.00,1
410068594094,105,2,2018-04-28,3970.00,0.00,3970.00,1
410068594094,105,3,2018-05-28,3970.00,0.00,3970.00,1
410068594094,105,4,2018-06-28,3970.00,0.00,3970.00,1
410068594094,105,5,2018-07-28,3970.00,0.00,3970.00,1
410068594094,105,6,2018-08-28,3970.00,0.00,3970.00,1
410068594094,105,7,2018-09-28,3970.00,0.00,3970.00,1
410068594094,105,8,2018-10-28,3970.00,0.00,3970.00,1
410068594094,105,9,2018-11-28,3970.00,0.00,3970.00,1
410068594094,105,10,2018-12-28,3970.00,0.00,3970.00,1
300215253634,100,1,2018-02-16,10712.00,0.00,10712.00,1
300215253634,100,2,2018-03-16,10712.00,0.00,10712.00,1
300215253634,100,3,2018-04-16,10712.00,0.00,10712.00,1
300215253634,100,4,2018-05-16,10712.00,0.00,10712.00,1
300215253634,100,5,2018-06-16,10712.00,0.00,10712.00,1
300215253634,100,6,2018-07-16,10712.00,0.00,10712.00,1
300215253634,100,7,2018-08-16,10712.00,0.00,10712.00,1
300215253634,100,8,2018-09-16,10712.00,0.00,10712.00,1
150322471069,102,1,2018-02-17,805.00,18833.98,19638.98,1
150322471069,102,2,2018-03-17,673.16,18965.82,19638.98,1
150322471069,102,3,2018-04-17,540.40,19098.58,19638.98,1
150322471069,102,4,2018-05-17,406.71,19232.27,19638.98,1
080970867394,100,1,2018-05-27,13580.00,642161.05,655741.05,1
211402702805,100,1,2018-05-22,16182.00,449500.00,465682.00,1
211402702805,100,2,2018-06-22,13485.00,449500.00,462985.00,1
211402702805,100,3,2018-07-22,10788.00,449500.00,460288.00,1
211402702805,100,4,2018-08-22,8091.00,449500.00,457591.00,1
211402702805,100,5,2018-09-22,5394.00,449500.00,454894.00,1
211402702805,100,6,2018-10-22,2697.00,449500.00,452197.00,1
301006652219,112,1,2018-07-27,371.00,4249.19,4620.19,1
301006652219,112,2,2018-08-27,341.26,4278.93,4620.19,1
301006652219,112,3,2018-09-27,311.30,4308.89,4620.19,1
041261143812,120,1,2018-03-08,2298.00,63833.33,66131.33,1
041261143812,120,2,2018-04-08,1915.00,63833.33,65748.33,1
041261143812,120,3,2018-05-08,1532.00,63833.33,65365.33,1
041261143812,120,4,2018-06-08,1149.00,63833.33,64982.33,1
041261143812,120,5,2018-07-08,766.00,63833.33,64599.33,1
041261143812,120,6,2018-08-08,383.00,63833.33,64216.33,1
061008930762,107,1,2018-02-25,11466.00,0.00,11466.00,1
061008930762,107,2,2018-03-25,11466.00,0.00,11466.00,1
061008930762,107,3,2018-04-25,11466.00,0.00,11466.00,1
061008930762,107,4,2018-05-25,11466.00,0.00,11466.00,1
061008930762,107,5,2018-06-25,11466.00,0.00,11466.00,1
061008930762,107,6,2018-07-25,11466.00,0.00,11466.00,1
061008930762,107,7,2018-08-25,11466.00,0.00,11466.00,1
061008930762,107,8,2018-09-25,11466.00,0.00,11466.00,1
061008930762,107,9,2018-10-25,11466.00,0.00,11466.00,1
061008930762,107,10,2018-11-25,11466.00,0.00,11466.00,1
220187955765,112,1,2018-04-07,224.00,4666.67,4890.67,1
220187955765,112,2,2018-05-07,186.67,4666.67,4853.33,1
220187955765,112,3,2018-06-07,149.33,4666.67,4816.00,1
220187955765,112,4,2018-07-07,112.00,4666.67,4778.67,1
140845860533,119,1,2018-08-27,536.00,5341.91,5877.91,1
140845860533,119,2,2018-09-27,493.26,5384.65,5877.91,1
140845860533,119,3,2018-10-27,450.19,5427.72,5877.91,1
140845860533,119,4,2018-11-27,406.77,5471.14,5877.91,1
140845860533,119,5,2018-12-27,363.00,5514.91,5877.91,1
160443670380,100,1,2018-04-29,486.00,2250.00,2736.00,1
160443670380,100,2,2018-05-29,465.75,2250.00,2715.75,1
160443670380,100,3,2018-06-29,445.50,2250.00,2695.50,1
160443670380,100,4,2018-07-29,425.25,2250.00,2675.25,1
160443670380,100,5,2018-08-29,405.00,2250.00,2655.00,1
160443670380,100,6,2018-09-29,384.75,2250.00,2634.75,1
160443670380,100,7,2018-10-29,364.50,2250.00,2614.50,1
160443670380,100,8,2018-11-29,344.25,2250.00,2594.25,1
160443670380,100,9,2018-12-29,324.00,2250.00,2574.00,1
171207050681,101,1,2018-06-26,147.00,1750.00,1897.00,1
171207050681,101,2,2018-07-26,134.75,1750.00,1884.75,1
171207050681,101,3,2018-08-26,122.50,1750.00,1872.50,1
171207050681,101,4,2018-09-26,110.25,1750.00,1860.25,1
171207050681,101,5,2018-10-26,98.00,1750.00,1848.00,1
190809745627,100,1,2018-02-07,1467.00,26561.81,28028.81,1
190809745627,100,2,2018-03-07,1227.94,26800.87,28028.81,1
190809745627,100,3,2018-04-07,986.74,27042.07,28028.81,1
190809745627,100,4,2018-05-07,743.36,27285.45,28028.81,1
420079580832,117,1,2018-05-20,168.00,7000.00,7168.00,1
420079580832,117,2,2018-06-20,112.00,7000.00,7112.00,1
060815326442,115,1,2018-08-03,99.00,3633.86,3732.86,1
060218712221,101,1,2018-04-16,936.00,0.00,936.00,1
060218712221,101,2,2018-05-16,936.00,0.00,936.00,1
060218712221,101,3,2018-06-16,936.00,117000.00,117936.00,1
180704539351,119,1,2018-07-08,220.00,1734.67,1954.67,1
180704539351,119,2,2018-08-08,202.65,1752.02,1954.67,1
180704539351,119,3,2018-09-08,185.13,1769.54,1954.67,1
180704539351,119,4,2018-10-08,167.44,1787.23,1954.67,1
180704539351,119,5,2018-11-08,149.57,1805.10,1954.67,1
180704539351,119,6,2018-12-08,131.51,1823.16,1954.67,1
230989700953,119,1,2018-08-15,210.00,9930.33,10140.33,1
181083206839,118,1,2018-04-21,390.00,0.00,390.00,1
181083206839,118,2,2018-05-21,390.00,0.00,390.00,1
241050288839,102,1,2018-07-01,90.00,1209.28,1299.28,1
241050288839,102,2,2018-08-01,82.74,1216.54,1299.28,1
250966549083,111,1,2018-05-11,6370.00,0.00,6370.00,1
250966549083,111,2,2018-06-11,6370.00,0.00,6370.00,1
250966549083,111,3,2018-07-11,6370.00,0.00,6370.00,1
250966549083,111,4,2018-08-11,6370.00,0.00,6370.00,1
250966549083,111,5,2018-09-11,6370.00,0.00,6370.00,1
250966549083,111,6,2018-10-11,6370.00,0.00,6370.00,1
250966549083,111,7,2018-11-11,6370.00,0.00,6370.00,1
250966549083,111,8,2018-12-11,6370.00,0.00,6370.00,1
260520754583,112,1,2018-07-24,658.00,15394.73,16052.73,1
260520754583,112,2,2018-08-24,550.24,15502.49,16052.73,1
260520754583,112,3,2018-09-24,441.72,15611.01,16052.73,1
260520754583,112,4,2018-10-24,332.44,15720.29,16052.73,1
160488521245,108,1,2018-06-20,12200.00,0.00,12200.00,1
191378113237,113,1,2018-04-17,23530.00,119960.76,143490.76,1
191378113237,113,2,2018-05-17,22330.39,121160.37,143490.76,1
191378113237,113,3,2018-06-17,21118.79,122371.97,143490.76,1
191378113237,113,4,2018-07-17,19895.07,123595.69,143490.76,1
191378113237,113,5,2018-08-17,18659.11,124831.65,143490.76,1
191378113237,113,6,2018-09-17,17410.80,126079.96,143490.76,1
191378113237,113,7,2018-10-17,16150.00,127340.76,143490.76,1
191378113237,113,8,2018-11-17,14876.59,128614.17,143490.76,1
191378113237,113,9,2018-12-17,13590.45,129900.31,143490.76,1
191562524112,108,1,2018-05-12,24420.00,101750.00,126170.00,1
191562524112,108,2,2018-06-12,23402.50,101750.00,125152.50,1
191562524112,108,3,2018-07-12,22385.00,101750.00,124135.00,1
191562524112,108,4,2018-08-12,21367.50,101750.00,123117.50,1
130257381472,120,1,2018-04-08,1548.00,10750.00,12298.00,1
130257381472,120,2,2018-05-08,1483.50,10750.00,12233.50,1
130257381472,120,3,2018-06-08,1419.00,10750.00,12169.00,1
130257381472,120,4,2018-07-08,1354.50,10750.00,12104.50,1
130257381472,120,5,2018-08-08,1290.00,10750.00,12040.00,1
130257381472,120,6,2018-09-08,1225.50,10750.00,11975.50,1
130257381472,120,7,2018-10-08,1161.00,10750.00,11911.00,1
130257381472,120,8,2018-11-08,1096.50,10750.00,11846.50,1
130257381472,120,9,2018-12-08,1032.00,10750.00,11782.00,1
260848601051,112,1,2018-04-10,17180.00,286333.33,303513.33,1
260848601051,112,2,2018-05-10,14316.67,286333.33,300650.00,1
260848601051,112,3,2018-06-10,11453.33,286333.33,297786.67,1
260848601051,112,4,2018-07-10,8590.00,286333.33,294923.33,1
260848601051,112,5,2018-08-10,5726.67,286333.33,292060.00,1
260848601051,112,6,2018-09-10,2863.33,286333.33,289196.67,1
071408176064,106,1,2018-04-06,450.00,0.00,450.00,1
071408176064,106,2,2018-05-06,450.00,0.00,450.00,1
071408176064,106,3,2018-06-06,450.00,0.00,450.00,1
071408176064,106,4,2018-07-06,450.00,0.00,450.00,1
200483798941,118,1,2018-04-30,1036.00,48989.61,50025.61,1
201391186474,111,1,2018-05-23,1824.00,0.00,1824.00,1
201391186474,111,2,2018-06-23,1824.00,0.00,1824.00,1
201391186474,111,3,2018-07-23,1824.00,0.00,1824.00,1
201391186474,111,4,2018-08-23,1824.00,0.00,1824.00,1
201391186474,111,5,2018-09-23,1824.00,0.00,1824.00,1
201391186474,111,6,2018-10-23,1824.00,0.00,1824.00,1
201391186474,111,7,2018-11-23,1824.00,0.00,1824.00,1
201391186474,111,8,2018-12-23,1824.00,0.00,1824.00,1
040595221444,109,1,2018-03-14,56.00,0.00,56.00,1
040595221444,109,2,2018-04-14,56.00,0.00,56.00,1
171332493990,115,1,2018-06-20,2160.00,30000.00,32160.00,1
171332493990,115,2,2018-07-20,1980.00,30000.00,31980.00,1
171332493990,115,3,2018-08-20,1800.00,30000.00,31800.00,1
171332493990,115,4,2018-09-20,1620.00,30000.00,31620.00,1
171332493990,115,5,2018-10-20,1440.00,30000.00,31440.00,1
171542198465,115,1,2018-06-30,7840.00,324067.22,331907.22,1
260657165637,105,1,2018-07-15,66.00,1806.03,1872.03,1
260657165637,105,2,2018-08-15,55.16,1816.87,1872.03,1
260657165637,105,3,2018-09-15,44.26,1827.77,1872.03,1
260657165637,105,4,2018-10-15,33.30,1838.73,1872.03,1
161287055285,106,1,2018-02-08,680.00,0.00,680.00,1
161287055285,106,2,2018-03-08,680.00,0.00,680.00,1
161287055285,106,3,2018-04-08,680.00,68000.00,68680.00,1
161380268652,115,1,2018-05-18,168.00,1477.72,1645.72,1
180597894087,114,1,2018-05-10,12690.00,78333.33,91023.33,1
180597894087,114,2,2018-06-10,11985.00,78333.33,90318.33,1
180597894087,114,3,2018-07-10,11280.00,78333.33,89613.33,1
140955118464,100,1,2018-03-16,410.00,2090.26,2500.26,1
140955118464,100,2,2018-04-16,389.10,2111.16,2500.26,1
140955118464,100,3,2018-05-16,367.99,2132.27,2500.26,1
140955118464,100,4,2018-06-16,346.66,2153.60,2500.26,1
140955118464,100,5,2018-07-16,325.13,2175.13,2500.26,1
140955118464,100,6,2018-08-16,303.38,2196.88,2500.26,1
140955118464,100,7,2018-09-16,281.41,2218.85,2500.26,1
140955118464,100,8,2018-10-16,259.22,2241.04,2500.26,1
140955118464,100,9,2018-11-16,236.81,2263.45,2500.26,1
140955118464,100,10,2018-12-16,214.17,2286.09,2500.26,1
140698146613,111,1,2018-07-10,567.00,13265.67,13832.67,1
140698146613,111,2,2018-08-10,474.14,13358.53,13832.67,1
140698146613,111,3,2018-09-10,380.63,13452.04,13832.67,1
140698146613,111,4,2018-10-10,286.47,13546.20,13832.67,1
251000289813,109,1,2018-07-06,40080.00,1336000.00,1376080.00,1
251000289813,109,2,2018-08-06,26720.00,1336000.00,1362720.00,1
080250574306,113,1,2018-04-06,450.00,0.00,450.00,1
080250574306,113,2,2018-05-06,450.00,0.00,450.00,1
080250574306,113,3,2018-06-06,450.00,0.00,450.00,1
080250574306,113,4,2018-07-06,450.00,0.00,450.00,1
080250574306,113,5,2018-08-06,450.00,0.00,450.00,1
080250574306,113,6,2018-09-06,450.00,0.00,450.00,1
080250574306,113,7,2018-10-06,450.00,0.00,450.00,1
080250574306,113,8,2018-11-06,450.00,0.00,450.00,1
080250574306,113,9,2018-12-06,450.00,0.00,450.00,1
061432574199,107,1,2018-08-13,3576.00,0.00,3576.00,1
