协议编号,借据编号,还款期数,应还日期,欠还利息,欠还本金,欠还本息,还款标志
090977047960,117,8,2018-12-20,10216.00,0.00,10216.00,3
070810536805,103,5,2018-07-24,1920.88,119576.42,121497.30,3
070810536805,103,6,2018-08-24,964.25,120533.05,121497.30,3
070442191055,120,2,2018-05-03,1364.00,20666.67,22030.67,3
070442191055,120,3,2018-06-03,1240.00,20666.67,21906.67,3
070442191055,120,4,2018-07-03,1116.00,20666.67,21782.67,3
070442191055,120,5,2018-08-03,992.00,20666.67,21658.67,3
070442191055,120,6,2018-09-03,868.00,20666.67,21534.67,3
070442191055,120,7,2018-10-03,744.00,20666.67,21410.67,3
070442191055,120,8,2018-11-03,620.00,20666.67,21286.67,3
070442191055,120,9,2018-12-03,496.00,20666.67,21162.67,3
251289421503,118,7,2018-08-16,2543.84,69609.76,72153.60,3
251289421503,118,8,2018-09-16,2126.18,70027.42,72153.60,3
251289421503,118,9,2018-10-16,1706.02,70447.58,72153.60,3
251289421503,118,10,2018-11-16,1283.33,70870.27,72153.60,3
251289421503,118,11,2018-12-16,858.11,71295.49,72153.60,3
231346400810,118,1,2018-07-15,354.00,0.00,354.00,3
231346400810,118,2,2018-08-15,354.00,0.00,354.00,3
231346400810,118,3,2018-09-15,354.00,0.00,354.00,3
231346400810,118,4,2018-10-15,354.00,0.00,354.00,3
231346400810,118,5,2018-11-15,354.00,0.00,354.00,3
231346400810,118,6,2018-12-15,354.00,0.00,354.00,3
071054000268,111,1,2018-05-10,396.00,21868.53,22264.53,3
071054000268,111,2,2018-06-10,264.79,21999.74,22264.53,3
071054000268,111,3,2018-07-10,132.80,22131.73,22264.53,3
301254458055,119,5,2018-08-01,1796.25,111818.29,113614.54,3
301254458055,119,6,2018-09-01,901.67,112712.87,113614.54,3
250678587844,116,3,2018-07-18,2079.00,0.00,2079.00,3
250678587844,116,4,2018-08-18,2079.00,0.00,2079.00,3
250678587844,116,5,2018-09-18,2079.00,0.00,2079.00,3
250678587844,116,6,2018-10-18,2079.00,0.00,2079.00,3
250678587844,116,7,2018-11-18,2079.00,0.00,2079.00,3
250678587844,116,8,2018-12-18,2079.00,0.00,2079.00,3
090711821033,102,4,2018-05-04,1170.00,43333.33,44503.33,3
090711821033,102,5,2018-06-04,780.00,43333.33,44113.33,3
090711821033,102,6,2018-07-04,390.00,43333.33,43723.33,3
050973101946,118,1,2018-06-04,128.00,5333.34,5461.34,3
050973101946,118,2,2018-07-04,85.33,5333.33,5418.67,3
050973101946,118,3,2018-08-04,42.67,5333.33,5376.00,3
271211097876,103,5,2018-08-25,4536.31,26257.24,30793.55,3
271211097876,103,6,2018-09-25,4326.25,26467.30,30793.55,3
271211097876,103,7,2018-10-25,4114.51,26679.04,30793.55,3
271211097876,103,8,2018-11-25,3901.08,26892.47,30793.55,3
271211097876,103,9,2018-12-25,3685.94,27107.61,30793.55,3
190607266106,117,2,2018-03-12,107.33,7666.67,7774.00,3
190607266106,117,3,2018-04-12,53.67,7666.67,7720.33,3
080320631616,102,1,2018-03-04,24.00,0.00,24.00,3
080320631616,102,2,2018-04-04,24.00,0.00,24.00,3
080320631616,102,3,2018-05-04,24.00,0.00,24.00,3
080320631616,102,4,2018-06-04,24.00,0.00,24.00,3
080320631616,102,5,2018-07-04,24.00,0.00,24.00,3
080320631616,102,6,2018-08-04,24.00,4000.00,4024.00,3
191373587228,115,1,2018-04-09,12618.00,81729.52,94347.52,3
191373587228,115,2,2018-05-09,12127.62,82219.90,94347.52,3
191373587228,115,3,2018-06-09,11634.30,82713.22,94347.52,3
191373587228,115,4,2018-07-09,11138.02,83209.50,94347.52,3
191373587228,115,5,2018-08-09,10638.77,83708.75,94347.52,3
191373587228,115,6,2018-09-09,10136.51,84211.01,94347.52,3
191373587228,115,7,2018-10-09,9631.25,84716.27,94347.52,3
191373587228,115,8,2018-11-09,9122.95,85224.57,94347.52,3
191373587228,115,9,2018-12-09,8611.60,85735.92,94347.52,3
071371264159,115,3,2018-09-03,552.00,92000.00,92552.00,3
050628707705,110,7,2018-11-16,42.88,1003.20,1046.08,3
050628707705,110,8,2018-12-16,35.86,1010.22,1046.08,3
200428707691,117,2,2018-04-03,391.39,3108.67,3500.06,3
200428707691,117,3,2018-05-03,369.63,3130.43,3500.06,3
200428707691,117,4,2018-06-03,347.72,3152.34,3500.06,3
200428707691,117,5,2018-07-03,325.65,3174.41,3500.06,3
200428707691,117,6,2018-08-03,303.43,3196.63,3500.06,3
200428707691,117,7,2018-09-03,281.05,3219.01,3500.06,3
200428707691,117,8,2018-10-03,258.52,3241.54,3500.06,3
200428707691,117,9,2018-11-03,235.83,3264.23,3500.06,3
200428707691,117,10,2018-12-03,212.98,3287.08,3500.06,3
301409304187,108,4,2018-06-17,976.11,46157.44,47133.55,3
301409304187,108,5,2018-07-17,653.01,46480.54,47133.55,3
301409304187,108,6,2018-08-17,327.63,46805.92,47133.55,3
201621123291,105,5,2018-10-10,2691.00,0.00,2691.00,3
201621123291,105,6,2018-11-10,2691.00,299000.00,301691.00,3
181899648096,120,1,2018-08-05,8874.00,78178.36,87052.36,3
181899648096,120,2,2018-09-05,8170.39,78881.97,87052.36,3
181899648096,120,3,2018-10-05,7460.46,79591.90,87052.36,3
181899648096,120,4,2018-11-05,6744.13,80308.23,87052.36,3
181899648096,120,5,2018-12-05,6021.36,81031.00,87052.36,3
230836741521,107,1,2018-06-29,21894.00,1216333.34,1238227.34,3
230836741521,107,2,2018-07-29,14596.00,1216333.33,1230929.33,3
230836741521,107,3,2018-08-29,7298.00,1216333.33,1223631.33,3
150871617233,102,7,2018-09-05,68.00,944.44,1012.44,3
150871617233,102,8,2018-10-05,62.33,944.44,1006.78,3
150871617233,102,9,2018-11-05,56.67,944.44,1001.11,3
150871617233,102,10,2018-12-05,51.00,944.44,995.44,3
061258412111,111,6,2018-07-16,21450.00,0.00,21450.00,3
061258412111,111,7,2018-08-16,21450.00,0.00,21450.00,3
061258412111,111,8,2018-09-16,21450.00,0.00,21450.00,3
061258412111,111,9,2018-10-16,21450.00,0.00,21450.00,3
061258412111,111,10,2018-11-16,21450.00,0.00,21450.00,3
061258412111,111,11,2018-12-16,21450.00,0.00,21450.00,3
060784775710,119,4,2018-05-27,212.45,1166.37,1378.82,3
060784775710,119,5,2018-06-27,203.12,1175.70,1378.82,3
060784775710,119,6,2018-07-27,193.71,1185.11,1378.82,3
060784775710,119,7,2018-08-27,184.23,1194.59,1378.82,3
060784775710,119,8,2018-09-27,174.68,1204.14,1378.82,3
060784775710,119,9,2018-10-27,165.04,1213.78,1378.82,3
060784775710,119,10,2018-11-27,155.33,1223.49,1378.82,3
060784775710,119,11,2018-12-27,145.54,1233.28,1378.82,3
470058122648,100,5,2018-09-26,436.15,2917.86,3354.01,3
470058122648,100,6,2018-10-26,406.97,2947.04,3354.01,3
470058122648,100,7,2018-11-26,377.50,2976.51,3354.01,3
470058122648,100,8,2018-12-26,347.73,3006.28,3354.01,3
250727777101,107,4,2018-06-11,367.50,2722.22,3089.72,3
250727777101,107,5,2018-07-11,343.00,2722.22,3065.22,3
250727777101,107,6,2018-08-11,318.50,2722.22,3040.72,3
250727777101,107,7,2018-09-11,294.00,2722.22,3016.22,3
250727777101,107,8,2018-10-11,269.50,2722.22,2991.72,3
250727777101,107,9,2018-11-11,245.00,2722.22,2967.22,3
250727777101,107,10,2018-12-11,220.50,2722.22,2942.72,3
190869805747,103,5,2018-10-14,182.00,0.00,182.00,3
190869805747,103,6,2018-11-14,182.00,0.00,182.00,3
190869805747,103,7,2018-12-14,182.00,0.00,182.00,3
470015457044,108,7,2018-08-15,13869.97,79253.14,93123.11,3
470015457044,108,8,2018-09-15,13156.69,79966.42,93123.11,3
470015457044,108,9,2018-10-15,12436.99,80686.12,93123.11,3
470015457044,108,10,2018-11-15,11710.82,81412.29,93123.11,3
470015457044,108,11,2018-12-15,10978.11,82145.00,93123.11,3
301749356321,109,5,2018-12-06,116.50,7252.17,7368.67,3
160881973014,115,3,2018-07-28,9949.33,355333.33,365282.67,3
160881973014,115,4,2018-08-28,7462.00,355333.33,362795.33,3
160881973014,115,5,2018-09-28,4974.67,355333.33,360308.00,3
160881973014,115,6,2018-10-28,2487.33,355333.33,357820.67,3
201157556421,117,3,2018-09-29,19146.67,239333.33,258480.00,3
201157556421,117,4,2018-10-29,17232.00,239333.33,256565.33,3
201157556421,117,5,2018-11-29,15317.33,239333.33,254650.67,3
201157556421,117,6,2018-12-29,13402.67,239333.33,252736.00,3
051138360682,104,7,2018-10-25,4072.00,0.00,4072.00,3
051138360682,104,8,2018-11-25,4072.00,0.00,4072.00,3
051138360682,104,9,2018-12-25,4072.00,0.00,4072.00,3
350086690214,110,2,2018-05-29,6652.75,48208.33,54861.08,3
350086690214,110,3,2018-06-29,6363.50,48208.33,54571.83,3
350086690214,110,4,2018-07-29,6074.25,48208.33,54282.58,3
350086690214,110,5,2018-08-29,5785.00,48208.33,53993.33,3
350086690214,110,6,2018-09-29,5495.75,48208.33,53704.08,3
350086690214,110,7,2018-10-29,5206.50,48208.33,53414.83,3
350086690214,110,8,2018-11-29,4917.25,48208.33,53125.58,3
350086690214,110,9,2018-12-29,4628.00,48208.33,52836.33,3
171223949607,114,3,2018-05-22,990.00,0.00,990.00,3
171223949607,114,4,2018-06-22,990.00,0.00,990.00,3
171223949607,114,5,2018-07-22,990.00,0.00,990.00,3
171223949607,114,6,2018-08-22,990.00,99000.00,99990.00,3
090690388911,115,6,2018-09-16,20.36,2550.10,2570.46,3
061428405197,113,3,2018-05-19,6578.87,38120.97,44699.84,3
061428405197,113,4,2018-06-19,6197.66,38502.18,44699.84,3
061428405197,113,5,2018-07-19,5812.63,38887.21,44699.84,3
061428405197,113,6,2018-08-19,5423.76,39276.08,44699.84,3
061428405197,113,7,2018-09-19,5031.00,39668.84,44699.84,3
061428405197,113,8,2018-10-19,4634.31,40065.53,44699.84,3
061428405197,113,9,2018-11-19,4233.66,40466.18,44699.84,3
061428405197,113,10,2018-12-19,3829.00,40870.84,44699.84,3
151139679767,111,1,2018-04-12,8380.00,66075.28,74455.28,3
151139679767,111,2,2018-05-12,7719.25,66736.03,74455.28,3
151139679767,111,3,2018-06-12,7051.89,67403.39,74455.28,3
151139679767,111,4,2018-07-12,6377.85,68077.43,74455.28,3
151139679767,111,5,2018-08-12,5697.08,68758.20,74455.28,3
151139679767,111,6,2018-09-12,5009.50,69445.78,74455.28,3
151139679767,111,7,2018-10-12,4315.04,70140.24,74455.28,3
151139679767,111,8,2018-11-12,3613.64,70841.64,74455.28,3
151139679767,111,9,2018-12-12,2905.22,71550.06,74455.28,3
190476833132,104,2,2018-09-23,294.77,2548.39,2843.16,3
190476833132,104,3,2018-10-23,269.28,2573.88,2843.16,3
190476833132,104,4,2018-11-23,243.55,2599.61,2843.16,3
190476833132,104,5,2018-12-23,217.55,2625.61,2843.16,3
200715537992,117,2,2018-06-02,20200.00,0.00,20200.00,3
200715537992,117,3,2018-07-02,20200.00,0.00,20200.00,3
200715537992,117,4,2018-08-02,20200.00,0.00,20200.00,3
200715537992,117,5,2018-09-02,20200.00,0.00,20200.00,3
200715537992,117,6,2018-10-02,20200.00,0.00,20200.00,3
200715537992,117,7,2018-11-02,20200.00,0.00,20200.00,3
200715537992,117,8,2018-12-02,20200.00,0.00,20200.00,3
060478930162,100,6,2018-12-13,261.00,0.00,261.00,3
090825502608,112,5,2018-06-02,4528.00,377333.33,381861.33,3
090825502608,112,6,2018-07-02,2264.00,377333.33,379597.33,3
110959015192,112,4,2018-09-12,147.00,2333.33,2480.33,3
110959015192,112,5,2018-10-12,130.67,2333.33,2464.00,3
110959015192,112,6,2018-11-12,114.33,2333.33,2447.67,3
110959015192,112,7,2018-12-12,98.00,2333.33,2431.33,3
150884252700,113,1,2018-06-02,105.00,0.00,105.00,3
150884252700,113,2,2018-07-02,105.00,0.00,105.00,3
150884252700,113,3,2018-08-02,105.00,0.00,105.00,3
150884252700,113,4,2018-09-02,105.00,0.00,105.00,3
150884252700,113,5,2018-10-02,105.00,0.00,105.00,3
150884252700,113,6,2018-11-02,105.00,0.00,105.00,3
150884252700,113,7,2018-12-02,105.00,0.00,105.00,3
181110271521,116,2,2018-07-04,1475.00,29500.00,30975.00,3
181110271521,116,3,2018-08-04,1180.00,29500.00,30680.00,3
181110271521,116,4,2018-09-04,885.00,29500.00,30385.00,3
181110271521,116,5,2018-10-04,590.00,29500.00,30090.00,3
181110271521,116,6,2018-11-04,295.00,29500.00,29795.00,3
250237943542,108,6,2018-10-10,1460.00,0.00,1460.00,3
250237943542,108,7,2018-11-10,1460.00,0.00,1460.00,3
250237943542,108,8,2018-12-10,1460.00,0.00,1460.00,3
231016368608,119,6,2018-09-26,3794.00,0.00,3794.00,3
231016368608,119,7,2018-10-26,3794.00,0.00,3794.00,3
231016368608,119,8,2018-11-26,3794.00,0.00,3794.00,3
231016368608,119,9,2018-12-26,3794.00,0.00,3794.00,3
121164649299,109,6,2018-09-29,715.00,71500.00,72215.00,3
191090861590,120,1,2018-04-13,7712.00,0.00,7712.00,3
191090861590,120,2,2018-05-13,7712.00,0.00,7712.00,3
191090861590,120,3,2018-06-13,7712.00,964000.00,971712.00,3
270865525082,112,2,2018-03-12,354.07,7727.86,8081.93,3
270865525082,112,3,2018-04-12,284.52,7797.41,8081.93,3
270865525082,112,4,2018-05-12,214.34,7867.59,8081.93,3
270865525082,112,5,2018-06-12,143.53,7938.40,8081.93,3
270865525082,112,6,2018-07-12,72.12,8009.81,8081.93,3
160407158681,117,1,2018-07-17,1854.00,10593.77,12447.77,3
160407158681,117,2,2018-08-17,1758.66,10689.11,12447.77,3
160407158681,117,3,2018-09-17,1662.45,10785.32,12447.77,3
160407158681,117,4,2018-10-17,1565.39,10882.38,12447.77,3
160407158681,117,5,2018-11-17,1467.44,10980.33,12447.77,3
160407158681,117,6,2018-12-17,1368.62,11079.15,12447.77,3
260621471306,118,1,2018-03-08,110.00,0.00,110.00,3
260621471306,118,2,2018-04-08,110.00,0.00,110.00,3
260621471306,118,3,2018-05-08,110.00,0.00,110.00,3
260621471306,118,4,2018-06-08,110.00,0.00,110.00,3
260621471306,118,5,2018-07-08,110.00,0.00,110.00,3
260621471306,118,6,2018-08-08,110.00,0.00,110.00,3
260621471306,118,7,2018-09-08,110.00,0.00,110.00,3
260621471306,118,8,2018-10-08,110.00,0.00,110.00,3
260621471306,118,9,2018-11-08,110.00,0.00,110.00,3
260621471306,118,10,2018-12-08,110.00,0.00,110.00,3
180377740472,109,4,2018-07-06,420.00,4666.67,5086.67,3
180377740472,109,5,2018-08-06,392.00,4666.67,5058.67,3
180377740472,109,6,2018-09-06,364.00,4666.67,5030.67,3
180377740472,109,7,2018-10-06,336.00,4666.67,5002.67,3
180377740472,109,8,2018-11-06,308.00,4666.67,4974.67,3
180377740472,109,9,2018-12-06,280.00,4666.67,4946.67,3
270364907371,113,4,2018-10-14,323.76,2550.15,2873.91,3
270364907371,113,5,2018-11-14,303.36,2570.55,2873.91,3
270364907371,113,6,2018-12-14,282.80,2591.11,2873.91,3
060267257858,118,3,2018-07-22,1524.44,13611.11,15135.56,3
060267257858,118,4,2018-08-22,1429.17,13611.11,15040.28,3
060267257858,118,5,2018-09-22,1333.89,13611.11,14945.00,3
060267257858,118,6,2018-10-22,1238.61,13611.11,14849.72,3
060267257858,118,7,2018-11-22,1143.33,13611.11,14754.44,3
060267257858,118,8,2018-12-22,1048.06,13611.11,14659.17,3
080246853957,116,3,2018-09-08,17334.00,0.00,17334.00,3
080246853957,116,4,2018-10-08,17334.00,0.00,17334.00,3
080246853957,116,5,2018-11-08,17334.00,0.00,17334.00,3
080246853957,116,6,2018-12-08,17334.00,0.00,17334.00,3
210320864621,103,4,2018-10-10,6785.00,75388.89,82173.89,3
210320864621,103,5,2018-11-10,6332.67,75388.89,81721.56,3
210320864621,103,6,2018-12-10,5880.33,75388.89,81269.22,3
050835595179,105,4,2018-06-20,9450.00,0.00,9450.00,3
050835595179,105,5,2018-07-20,9450.00,0.00,9450.00,3
050835595179,105,6,2018-08-20,9450.00,0.00,9450.00,3
050835595179,105,7,2018-09-20,9450.00,0.00,9450.00,3
050835595179,105,8,2018-10-20,9450.00,0.00,9450.00,3
050835595179,105,9,2018-11-20,9450.00,0.00,9450.00,3
050835595179,105,10,2018-12-20,9450.00,0.00,9450.00,3
050629825374,120,4,2018-07-23,479.25,5916.67,6395.92,3
050629825374,120,5,2018-08-23,426.00,5916.67,6342.67,3
050629825374,120,6,2018-09-23,372.75,5916.67,6289.42,3
050629825374,120,7,2018-10-23,319.50,5916.67,6236.17,3
050629825374,120,8,2018-11-23,266.25,5916.67,6182.92,3
050629825374,120,9,2018-12-23,213.00,5916.67,6129.67,3
230777635531,107,3,2018-05-16,38560.00,0.00,38560.00,3
230777635531,107,4,2018-06-16,38560.00,0.00,38560.00,3
230777635531,107,5,2018-07-16,38560.00,0.00,38560.00,3
230777635531,107,6,2018-08-16,38560.00,4820000.00,4858560.00,3
061299232633,118,6,2018-09-09,17299.50,101166.67,118466.17,3
061299232633,118,7,2018-10-09,16389.00,101166.67,117555.67,3
061299232633,118,8,2018-11-09,15478.50,101166.67,116645.17,3
061299232633,118,9,2018-12-09,14568.00,101166.67,115734.67,3
171440514535,102,6,2018-12-13,5762.00,52793.86,58555.86,3
251252865467,104,5,2018-06-06,6174.00,0.00,6174.00,3
251252865467,104,6,2018-07-06,6174.00,0.00,6174.00,3
251252865467,104,7,2018-08-06,6174.00,0.00,6174.00,3
251252865467,104,8,2018-09-06,6174.00,0.00,6174.00,3
251252865467,104,9,2018-10-06,6174.00,0.00,6174.00,3
251252865467,104,10,2018-11-06,6174.00,0.00,6174.00,3
251252865467,104,11,2018-12-06,6174.00,0.00,6174.00,3
090853924458,111,2,2018-05-03,124.67,1222.22,1346.89,3
090853924458,111,3,2018-06-03,117.33,1222.22,1339.56,3
090853924458,111,4,2018-07-03,110.00,1222.22,1332.22,3
090853924458,111,5,2018-08-03,102.67,1222.22,1324.89,3
090853924458,111,6,2018-09-03,95.33,1222.22,1317.56,3
090853924458,111,7,2018-10-03,88.00,1222.22,1310.22,3
090853924458,111,8,2018-11-03,80.67,1222.22,1302.89,3
090853924458,111,9,2018-12-03,73.33,1222.22,1295.56,3
191268584655,106,1,2018-07-30,4008.00,41750.00,45758.00,3
191268584655,106,2,2018-08-30,3674.00,41750.00,45424.00,3
191268584655,106,3,2018-09-30,3340.00,41750.00,45090.00,3
191268584655,106,4,2018-10-30,3006.00,41750.00,44756.00,3
191268584655,106,5,2018-11-30,2672.00,41750.00,44422.00,3
191268584655,106,6,2018-12-30,2338.00,41750.00,44088.00,3
130756393476,120,2,2018-07-31,382.50,2500.00,2882.50,3
130756393476,120,3,2018-08-31,360.00,2500.00,2860.00,3
130756393476,120,4,2018-09-30,337.50,2500.00,2837.50,3
130756393476,120,5,2018-10-31,315.00,2500.00,2815.00,3
130756393476,120,6,2018-11-30,292.50,2500.00,2792.50,3
131497959876,105,1,2018-06-26,5229.00,21796.24,27025.24,3
131497959876,105,2,2018-07-26,5032.83,21992.41,27025.24,3
131497959876,105,3,2018-08-26,4834.90,22190.34,27025.24,3
131497959876,105,4,2018-09-26,4635.19,22390.05,27025.24,3
131497959876,105,5,2018-10-26,4433.68,22591.56,27025.24,3
131497959876,105,6,2018-11-26,4230.35,22794.89,27025.24,3
131497959876,105,7,2018-12-26,4025.20,23000.04,27025.24,3
030278110921,119,6,2018-07-20,6466.32,646629.25,653095.57,3
240671054554,120,3,2018-09-23,1584.00,264000.00,265584.00,3
040312244522,117,2,2018-06-16,91.67,1833.33,1925.00,3
040312244522,117,3,2018-07-16,73.33,1833.33,1906.67,3
040312244522,117,4,2018-08-16,55.00,1833.33,1888.33,3
040312244522,117,5,2018-09-16,36.67,1833.33,1870.00,3
040312244522,117,6,2018-10-16,18.33,1833.33,1851.67,3
131543905359,102,3,2018-06-07,27709.72,234675.90,262385.62,3
131543905359,102,4,2018-07-07,26066.98,236318.64,262385.62,3
131543905359,102,5,2018-08-07,24412.75,237972.87,262385.62,3
131543905359,102,6,2018-09-07,22746.94,239638.68,262385.62,3
131543905359,102,7,2018-10-07,21069.47,241316.15,262385.62,3
131543905359,102,8,2018-11-07,19380.26,243005.36,262385.62,3
131543905359,102,9,2018-12-07,17679.22,244706.40,262385.62,3
301066306142,118,8,2018-09-09,569.21,11158.83,11728.04,3
301066306142,118,9,2018-10-09,457.62,11270.42,11728.04,3
301066306142,118,10,2018-11-09,344.92,11383.12,11728.04,3
301066306142,118,11,2018-12-09,231.09,11496.95,11728.04,3
251291844341,117,3,2018-07-25,3692.69,101200.39,104893.08,3
251291844341,117,4,2018-08-25,2781.89,102111.19,104893.08,3
251291844341,117,5,2018-09-25,1862.89,103030.19,104893.08,3
251291844341,117,6,2018-10-25,935.64,103957.44,104893.08,3
240869469070,112,2,2018-07-07,24.00,0.00,24.00,3
240869469070,112,3,2018-08-07,24.00,0.00,24.00,3
240869469070,112,4,2018-09-07,24.00,0.00,24.00,3
240869469070,112,5,2018-10-07,24.00,0.00,24.00,3
240869469070,112,6,2018-11-07,24.00,4000.00,4024.00,3
151117316918,107,9,2018-10-14,24145.00,268277.78,292422.78,3
151117316918,107,10,2018-11-14,21730.50,268277.78,290008.28,3
151117316918,107,11,2018-12-14,19316.00,268277.78,287593.78,3
150570342295,115,5,2018-11-09,14956.09,744084.18,759040.27,3
150570342295,115,6,2018-12-09,7515.28,751524.99,759040.27,3
041196027123,105,1,2018-03-07,2128.00,49787.22,51915.22,3
041196027123,105,2,2018-04-07,1779.49,50135.73,51915.22,3
041196027123,105,3,2018-05-07,1428.54,50486.68,51915.22,3
041196027123,105,4,2018-06-07,1075.13,50840.09,51915.22,3
041196027123,105,5,2018-07-07,719.25,51195.97,51915.22,3
041196027123,105,6,2018-08-07,360.91,51554.31,51915.22,3
040580522870,101,1,2018-03-04,117.00,0.00,117.00,3
040580522870,101,2,2018-04-04,117.00,0.00,117.00,3
040580522870,101,3,2018-05-04,117.00,0.00,117.00,3
040580522870,101,4,2018-06-04,117.00,0.00,117.00,3
040580522870,101,5,2018-07-04,117.00,0.00,117.00,3
040580522870,101,6,2018-08-04,117.00,13000.00,13117.00,3
260473187864,107,2,2018-04-20,1071.21,30180.38,31251.59,3
260473187864,107,3,2018-05-20,859.94,30391.65,31251.59,3
260473187864,107,4,2018-06-20,647.20,30604.39,31251.59,3
260473187864,107,5,2018-07-20,432.97,30818.62,31251.59,3
260473187864,107,6,2018-08-20,217.22,31034.37,31251.59,3
191207508727,102,1,2018-03-10,16792.00,87458.41,104250.41,3
191207508727,102,2,2018-04-10,16092.33,87458.33,103550.67,3
191207508727,102,3,2018-05-10,15392.67,87458.33,102851.00,3
191207508727,102,4,2018-06-10,14693.00,87458.33,102151.33,3
191207508727,102,5,2018-07-10,13993.33,87458.33,101451.67,3
191207508727,102,6,2018-08-10,13293.67,87458.33,100752.00,3
191207508727,102,7,2018-09-10,12594.00,87458.33,100052.33,3
191207508727,102,8,2018-10-10,11894.33,87458.33,99352.67,3
191207508727,102,9,2018-11-10,11194.67,87458.33,98653.00,3
191207508727,102,10,2018-12-10,10495.00,87458.33,97953.33,3
301166037962,103,2,2018-05-28,6210.00,0.00,6210.00,3
301166037962,103,3,2018-06-28,6210.00,0.00,6210.00,3
301166037962,103,4,2018-07-28,6210.00,0.00,6210.00,3
301166037962,103,5,2018-08-28,6210.00,0.00,6210.00,3
301166037962,103,6,2018-09-28,6210.00,0.00,6210.00,3
301166037962,103,7,2018-10-28,6210.00,0.00,6210.00,3
301166037962,103,8,2018-11-28,6210.00,0.00,6210.00,3
301166037962,103,9,2018-12-28,6210.00,0.00,6210.00,3
290306024680,118,3,2018-04-12,120.71,1958.15,2078.86,3
290306024680,118,4,2018-05-12,108.96,1969.90,2078.86,3
290306024680,118,5,2018-06-12,97.14,1981.72,2078.86,3
290306024680,118,6,2018-07-12,85.25,1993.61,2078.86,3
290306024680,118,7,2018-08-12,73.29,2005.57,2078.86,3
290306024680,118,8,2018-09-12,61.26,2017.60,2078.86,3
290306024680,118,9,2018-10-12,49.15,2029.71,2078.86,3
290306024680,118,10,2018-11-12,36.97,2041.89,2078.86,3
290306024680,118,11,2018-12-12,24.72,2054.14,2078.86,3
210795796589,108,6,2018-11-06,1286.43,128642.49,129928.92,3
190798532000,116,3,2018-09-24,5389.92,190487.55,195877.47,3
190798532000,116,4,2018-10-24,4056.50,191820.97,195877.47,3
190798532000,116,5,2018-11-24,2713.76,193163.71,195877.47,3
190798532000,116,6,2018-12-24,1361.58,194515.89,195877.47,3
120533811008,113,2,2018-04-09,1722.00,0.00,1722.00,3
120533811008,113,3,2018-05-09,1722.00,0.00,1722.00,3
120533811008,113,4,2018-06-09,1722.00,0.00,1722.00,3
120533811008,113,5,2018-07-09,1722.00,0.00,1722.00,3
120533811008,113,6,2018-08-09,1722.00,0.00,1722.00,3
120533811008,113,7,2018-09-09,1722.00,0.00,1722.00,3
120533811008,113,8,2018-10-09,1722.00,0.00,1722.00,3
120533811008,113,9,2018-11-09,1722.00,0.00,1722.00,3
120533811008,113,10,2018-12-09,1722.00,0.00,1722.00,3
201750297519,108,5,2018-06-08,25620.00,0.00,25620.00,3
201750297519,108,6,2018-07-08,25620.00,4270000.00,4295620.00,3
290328822565,115,1,2018-03-03,630.00,0.00,630.00,3
290328822565,115,2,2018-04-03,630.00,0.00,630.00,3
290328822565,115,3,2018-05-03,630.00,0.00,630.00,3
290328822565,115,4,2018-06-03,630.00,0.00,630.00,3
290328822565,115,5,2018-07-03,630.00,0.00,630.00,3
290328822565,115,6,2018-08-03,630.00,105000.00,105630.00,3
061297748537,117,1,2018-07-23,1312.00,13075.71,14387.71,3
061297748537,117,2,2018-08-23,1207.39,13180.32,14387.71,3
061297748537,117,3,2018-09-23,1101.95,13285.76,14387.71,3
061297748537,117,4,2018-10-23,995.67,13392.04,14387.71,3
061297748537,117,5,2018-11-23,888.53,13499.18,14387.71,3
061297748537,117,6,2018-12-23,780.54,13607.17,14387.71,3
190998297712,102,1,2018-07-27,63.00,2312.46,2375.46,3
190998297712,102,2,2018-08-27,42.19,2333.27,2375.46,3
190998297712,102,3,2018-09-27,21.19,2354.27,2375.46,3
080751424533,114,3,2018-08-20,577.50,8250.00,8827.50,3
080751424533,114,4,2018-09-20,519.75,8250.00,8769.75,3
080751424533,114,5,2018-10-20,462.00,8250.00,8712.00,3
080751424533,114,6,2018-11-20,404.25,8250.00,8654.25,3
080751424533,114,7,2018-12-20,346.50,8250.00,8596.50,3
110988524905,109,3,2018-04-27,8321.37,43430.18,51751.55,3
110988524905,109,4,2018-05-27,7973.93,43777.62,51751.55,3
110988524905,109,5,2018-06-27,7623.71,44127.84,51751.55,3
110988524905,109,6,2018-07-27,7270.68,44480.87,51751.55,3
110988524905,109,7,2018-08-27,6914.84,44836.71,51751.55,3
110988524905,109,8,2018-09-27,6556.14,45195.41,51751.55,3
110988524905,109,9,2018-10-27,6194.58,45556.97,51751.55,3
110988524905,109,10,2018-11-27,5830.12,45921.43,51751.55,3
110988524905,109,11,2018-12-27,5462.75,46288.80,51751.55,3
140467803287,120,6,2018-10-21,970.00,0.00,970.00,3
140467803287,120,7,2018-11-21,970.00,0.00,970.00,3
140467803287,120,8,2018-12-21,970.00,0.00,970.00,3
151005498057,103,4,2018-07-06,12713.06,88379.78,101092.84,3
151005498057,103,5,2018-08-06,11917.64,89175.20,101092.84,3
151005498057,103,6,2018-09-06,11115.07,89977.77,101092.84,3
151005498057,103,7,2018-10-06,10305.27,90787.57,101092.84,3
151005498057,103,8,2018-11-06,9488.18,91604.66,101092.84,3
151005498057,103,9,2018-12-06,8663.74,92429.10,101092.84,3
