协议编号,借据编号,借据金额,借据币种,剩余本金,借据利率,借据期限,期限单位,还款方式,还款顺序,罚息利率,提前还款标志,提前还款费率,展期标志,展期费率,生效日期,到期日期,借据状态,欠款期数,起欠期数,欠还利息,欠还本金,欠还金额
251748606404,117,141000.00,156,141000.00,8.4,24,1,0,0,0.5,0,3.0,0,5.0,2018-02-03,2020-02-03,0,0,0,0.00,0.00,0.00
060699616713,112,104000.00,156,104000.00,10.8,3,1,2,0,1.2,0,1.0,1,0.0,2018-03-17,2018-06-17,0,0,0,0.00,0.00,0.00
201510416041,106,125000.00,156,125000.00,10.8,12,1,0,0,1.2,0,3.0,1,0.0,2018-02-03,2019-02-03,0,0,0,0.00,0.00,0.00
301239600298,108,297000.00,156,297000.00,10.8,6,1,0,0,1.5,0,1.0,1,0.0,2018-01-18,2018-07-18,0,0,0,0.00,0.00,0.00
390182811396,113,407000.00,156,407000.00,9.6,18,1,2,0,0.5,0,1.0,0,5.0,2018-01-19,2019-07-19,0,0,0,0.00,0.00,0.00
080625340306,104,250000.00,156,250000.00,10.8,24,1,1,0,1.5,1,0.0,1,0.0,2018-01-12,2020-01-12,0,0,0,0.00,0.00,0.00
260403219059,110,23000.00,156,23000.00,9.6,12,1,1,0,1.0,0,2.0,1,0.0,2018-07-22,2019-07-22,0,0,0,0.00,0.00,0.00
270381851940,120,10000.00,156,10000.00,9.6,3,1,2,0,1.5,0,3.0,1,0.0,2018-03-11,2018-06-11,0,0,0,0.00,0.00,0.00
040622645894,110,336000.00,156,336000.00,10.8,3,1,1,0,0.8,0,2.0,1,0.0,2018-06-08,2018-09-08,0,0,0,0.00,0.00,0.00
230826944257,110,36000.00,156,36000.00,7.2,6,1,2,0,0.5,0,1.0,1,0.0,2018-03-28,2018-09-28,0,0,0,0.00,0.00,0.00
201567354133,100,865000.00,156,865000.00,10.8,24,1,2,0,1.5,0,2.0,0,4.0,2018-03-03,2020-03-03,0,0,0,0.00,0.00,0.00
070913185096,100,1541000.00,156,1541000.00,7.2,24,1,1,0,0.8,0,2.0,1,0.0,2018-03-17,2020-03-17,0,0,0,0.00,0.00,0.00
251554592874,120,2223000.00,156,2223000.00,10.8,24,1,0,0,0.8,1,0.0,0,3.0,2018-02-04,2020-02-04,0,0,0,0.00,0.00,0.00
271132227359,102,42000.00,156,42000.00,9.6,12,1,0,0,1.2,1,0.0,1,0.0,2018-06-19,2019-06-19,0,0,0,0.00,0.00,0.00
171774920916,115,2803000.00,156,2803000.00,9.6,6,1,2,0,1.2,1,0.0,0,3.0,2018-04-29,2018-10-29,0,0,0,0.00,0.00,0.00
230784679145,119,46000.00,156,46000.00,10.8,3,1,0,0,0.8,1,0.0,1,0.0,2018-04-15,2018-07-15,0,0,0,0.00,0.00,0.00
251310413351,100,59000.00,156,59000.00,8.4,18,1,2,0,0.8,0,3.0,0,3.0,2018-06-21,2019-12-21,0,0,0,0.00,0.00,0.00
230301772162,100,13000.00,156,13000.00,10.8,3,1,2,0,1.2,0,1.0,1,0.0,2018-03-29,2018-06-29,0,0,0,0.00,0.00,0.00
070543009834,117,29000.00,156,29000.00,10.8,3,1,1,0,1.2,1,0.0,0,3.0,2018-06-12,2018-09-12,0,0,0,0.00,0.00,0.00
060451331996,112,1460000.00,156,1460000.00,8.4,12,1,0,0,1.0,0,2.0,1,0.0,2018-05-14,2019-05-14,0,0,0,0.00,0.00,0.00
231588900730,107,1322000.00,156,1322000.00,7.2,24,1,1,0,1.2,1,0.0,0,5.0,2018-01-05,2020-01-05,0,0,0,0.00,0.00,0.00
131147144747,107,317000.00,156,317000.00,7.2,18,1,0,0,1.0,0,1.0,1,0.0,2018-02-13,2019-08-13,0,0,0,0.00,0.00,0.00
201346845330,101,827000.00,156,827000.00,10.8,3,1,2,0,0.5,1,0.0,0,3.0,2018-01-06,2018-04-06,0,0,0,0.00,0.00,0.00
171878392545,115,7000.00,156,7000.00,7.2,6,1,2,0,0.5,1,0.0,0,3.0,2018-03-09,2018-09-09,0,0,0,0.00,0.00,0.00
020025140975,116,181000.00,156,181000.00,9.6,12,1,2,0,1.5,1,0.0,0,5.0,2018-05-14,2019-05-14,0,0,0,0.00,0.00,0.00
161559277741,101,43000.00,156,43000.00,8.4,24,1,2,0,1.5,0,2.0,0,5.0,2018-05-03,2020-05-03,0,0,0,0.00,0.00,0.00
280665844617,110,244000.00,156,244000.00,10.8,6,1,0,0,1.5,1,0.0,1,0.0,2018-04-09,2018-10-09,0,0,0,0.00,0.00,0.00
240859813288,110,965000.00,156,965000.00,7.2,18,1,1,0,0.5,0,2.0,1,0.0,2018-02-23,2019-08-23,0,0,0,0.00,0.00,0.00
270887347328,102,7000.00,156,7000.00,9.6,3,1,1,0,1.2,0,2.0,1,0.0,2018-01-25,2018-04-25,0,0,0,0.00,0.00,0.00
160983762121,100,2565000.00,156,2565000.00,8.4,3,1,1,0,1.5,1,0.0,0,4.0,2018-01-30,2018-04-30,0,0,0,0.00,0.00,0.00
030223338339,105,116000.00,156,116000.00,8.4,24,1,2,0,1.2,0,2.0,0,3.0,2018-01-11,2020-01-11,0,0,0,0.00,0.00,0.00
270267219607,109,87000.00,156,87000.00,10.8,24,1,0,0,1.0,1,0.0,0,5.0,2018-02-12,2020-02-12,0,0,0,0.00,0.00,0.00
250952078714,113,92000.00,156,92000.00,12.0,24,1,0,0,0.5,1,0.0,0,3.0,2018-01-11,2020-01-11,0,0,0,0.00,0.00,0.00
201122873754,120,40000.00,156,40000.00,7.2,18,1,0,0,0.8,1,0.0,1,0.0,2018-06-27,2019-12-27,0,0,0,0.00,0.00,0.00
050750252497,107,214000.00,156,214000.00,7.2,3,1,1,0,0.5,0,1.0,1,0.0,2018-05-17,2018-08-17,0,0,0,0.00,0.00,0.00
440253827552,107,920000.00,156,920000.00,8.4,3,1,2,0,0.5,1,0.0,0,3.0,2018-07-01,2018-10-01,0,0,0,0.00,0.00,0.00
040724507503,113,345000.00,156,345000.00,12.0,6,1,0,0,0.8,0,1.0,0,3.0,2018-07-09,2019-01-09,0,0,0,0.00,0.00,0.00
161528916542,109,359000.00,156,359000.00,10.8,12,1,0,0,1.0,1,0.0,0,5.0,2018-04-23,2019-04-23,0,0,0,0.00,0.00,0.00
240375200478,118,181000.00,156,181000.00,10.8,24,1,1,0,0.5,1,0.0,0,5.0,2018-07-20,2020-07-20,0,0,0,0.00,0.00,0.00
430155925151,106,38000.00,156,38000.00,8.4,12,1,1,0,1.0,0,2.0,1,0.0,2018-01-28,2019-01-28,0,0,0,0.00,0.00,0.00
050414654861,112,25000.00,156,25000.00,8.4,3,1,2,0,0.8,0,2.0,1,0.0,2018-06-27,2018-09-27,0,0,0,0.00,0.00,0.00
240974962979,117,89000.00,156,89000.00,7.2,18,1,0,0,1.0,1,0.0,0,4.0,2018-07-29,2020-01-29,0,0,0,0.00,0.00,0.00
251572622219,120,2784000.00,156,2784000.00,10.8,24,1,1,0,0.8,1,0.0,1,0.0,2018-02-04,2020-02-04,0,0,0,0.00,0.00,0.00
151134427355,109,1882000.00,156,1882000.00,12.0,18,1,0,0,1.0,1,0.0,1,0.0,2018-03-02,2019-09-02,0,0,0,0.00,0.00,0.00
260785573751,101,16000.00,156,16000.00,10.8,24,1,0,0,0.8,1,0.0,1,0.0,2018-07-18,2020-07-18,0,0,0,0.00,0.00,0.00
250272610786,116,206000.00,156,206000.00,7.2,18,1,0,0,1.0,1,0.0,0,5.0,2018-04-30,2019-10-30,0,0,0,0.00,0.00,0.00
090443612554,120,706000.00,156,706000.00,8.4,18,1,0,0,1.5,0,3.0,1,0.0,2018-01-23,2019-07-23,0,0,0,0.00,0.00,0.00
060725662166,119,246000.00,156,246000.00,7.2,6,1,0,0,0.5,1,0.0,1,0.0,2018-04-28,2018-10-28,0,0,0,0.00,0.00,0.00
071583260464,107,1185000.00,156,1185000.00,10.8,24,1,2,0,0.5,0,2.0,0,4.0,2018-01-05,2020-01-05,0,0,0,0.00,0.00,0.00
290439201489,102,2000.00,156,2000.00,8.4,3,1,2,0,0.5,0,3.0,1,0.0,2018-07-05,2018-10-05,0,0,0,0.00,0.00,0.00
251247532828,113,87000.00,156,87000.00,9.6,12,1,0,0,0.8,1,0.0,0,3.0,2018-05-20,2019-05-20,0,0,0,0.00,0.00,0.00
240641812291,117,416000.00,156,416000.00,10.8,24,1,0,0,1.0,1,0.0,1,0.0,2018-02-14,2020-02-14,0,0,0,0.00,0.00,0.00
271195763376,112,357000.00,156,357000.00,9.6,24,1,2,0,0.8,1,0.0,0,3.0,2018-01-19,2020-01-19,0,0,0,0.00,0.00,0.00
300515997495,103,1647000.00,156,1647000.00,8.4,18,1,1,0,0.8,1,0.0,1,0.0,2018-02-18,2019-08-18,0,0,0,0.00,0.00,0.00
310049981048,114,603000.00,156,603000.00,8.4,3,1,2,0,0.8,0,1.0,1,0.0,2018-04-23,2018-07-23,0,0,0,0.00,0.00,0.00
271279809866,106,62000.00,156,62000.00,12.0,24,1,0,0,0.8,1,0.0,1,0.0,2018-05-20,2020-05-20,0,0,0,0.00,0.00,0.00
240297741222,111,758000.00,156,758000.00,8.4,6,1,0,0,0.5,1,0.0,1,0.0,2018-07-20,2019-01-20,0,0,0,0.00,0.00,0.00
120351879748,110,754000.00,156,754000.00,10.8,18,1,2,0,1.0,0,1.0,0,4.0,2018-07-07,2020-01-07,0,0,0,0.00,0.00,0.00
271193833498,113,71000.00,156,71000.00,8.4,12,1,1,0,0.8,0,3.0,1,0.0,2018-05-30,2019-05-30,0,0,0,0.00,0.00,0.00
250286814172,100,725000.00,156,725000.00,9.6,24,1,1,0,1.2,0,1.0,0,4.0,2018-07-16,2020-07-16,0,0,0,0.00,0.00,0.00
140914886267,102,37000.00,156,37000.00,10.8,18,1,2,0,1.0,0,2.0,1,0.0,2018-05-29,2019-11-29,0,0,0,0.00,0.00,0.00
090338462587,114,171000.00,156,171000.00,8.4,18,1,0,0,1.0,1,0.0,0,3.0,2018-04-21,2019-10-21,0,0,0,0.00,0.00,0.00
191024414676,113,2593000.00,156,2593000.00,10.8,6,1,2,0,0.5,0,1.0,0,4.0,2018-06-09,2018-12-09,0,0,0,0.00,0.00,0.00
140920538721,101,199000.00,156,199000.00,10.8,18,1,1,0,1.2,0,1.0,1,0.0,2018-03-03,2019-09-03,0,0,0,0.00,0.00,0.00
111096079050,102,13000.00,156,13000.00,10.8,24,1,0,0,1.0,1,0.0,0,3.0,2018-07-30,2020-07-30,0,0,0,0.00,0.00,0.00
180700651869,118,4000.00,156,4000.00,10.8,6,1,2,0,0.5,0,3.0,0,3.0,2018-05-08,2018-11-08,0,0,0,0.00,0.00,0.00
060410112065,104,31000.00,156,31000.00,9.6,6,1,0,0,1.0,1,0.0,0,4.0,2018-07-30,2019-01-30,0,0,0,0.00,0.00,0.00
251215845068,105,209000.00,156,209000.00,8.4,6,1,2,0,0.8,0,1.0,0,5.0,2018-07-28,2019-01-28,0,0,0,0.00,0.00,0.00
301170858484,108,477000.00,156,477000.00,9.6,6,1,1,0,0.5,1,0.0,1,0.0,2018-07-18,2019-01-18,0,0,0,0.00,0.00,0.00
170300968483,113,5000.00,156,5000.00,7.2,3,1,0,0,0.8,1,0.0,1,0.0,2018-04-26,2018-07-26,0,0,0,0.00,0.00,0.00
271045634283,101,30000.00,156,30000.00,10.8,3,1,1,0,0.8,0,1.0,1,0.0,2018-06-28,2018-09-28,0,0,0,0.00,0.00,0.00
280628833101,119,40000.00,156,40000.00,7.2,12,1,1,0,0.5,0,1.0,0,3.0,2018-01-09,2019-01-09,0,0,0,0.00,0.00,0.00
161654891132,110,1000.00,156,1000.00,9.6,6,1,0,0,1.5,0,2.0,0,5.0,2018-03-19,2018-09-19,0,0,0,0.00,0.00,0.00
210380574236,119,2798000.00,156,2798000.00,7.2,24,1,2,0,1.5,1,0.0,1,0.0,2018-01-13,2020-01-13,0,0,0,0.00,0.00,0.00
360240015114,105,980000.00,156,980000.00,7.2,18,1,0,0,1.0,0,3.0,0,5.0,2018-07-20,2020-01-20,0,0,0,0.00,0.00,0.00
050651177635,111,1225000.00,156,1225000.00,8.4,24,1,2,0,1.5,1,0.0,0,5.0,2018-02-01,2020-02-01,0,0,0,0.00,0.00,0.00
260685194635,100,7000.00,156,7000.00,10.8,18,1,1,0,1.5,0,3.0,0,3.0,2018-07-27,2020-01-27,0,0,0,0.00,0.00,0.00
060281788655,113,783000.00,156,783000.00,12.0,12,1,0,0,1.5,0,3.0,0,3.0,2018-05-27,2019-05-27,0,0,0,0.00,0.00,0.00
260903474470,117,1320000.00,156,1320000.00,10.8,6,1,2,0,1.5,0,3.0,1,0.0,2018-05-22,2018-11-22,0,0,0,0.00,0.00,0.00
160657296391,111,10000.00,156,10000.00,9.6,12,1,1,0,1.5,0,2.0,0,5.0,2018-02-09,2019-02-09,0,0,0,0.00,0.00,0.00
170795419683,106,15000.00,156,15000.00,7.2,12,1,1,0,0.8,1,0.0,1,0.0,2018-05-12,2019-05-12,0,0,0,0.00,0.00,0.00
201449301813,110,491000.00,156,491000.00,10.8,6,1,2,0,1.0,1,0.0,1,0.0,2018-04-15,2018-10-15,0,0,0,0.00,0.00,0.00
091354297142,116,15000.00,156,15000.00,12.0,18,1,0,0,1.5,1,0.0,1,0.0,2018-01-31,2019-07-31,0,0,0,0.00,0.00,0.00
360283592176,109,39000.00,156,39000.00,12.0,6,1,1,0,1.2,1,0.0,1,0.0,2018-07-04,2019-01-04,0,0,0,0.00,0.00,0.00
191150753666,101,32000.00,156,32000.00,7.2,24,1,1,0,0.8,0,3.0,0,5.0,2018-07-20,2020-07-20,0,0,0,0.00,0.00,0.00
131271789429,109,2411000.00,156,2411000.00,9.6,12,1,1,0,1.0,1,0.0,1,0.0,2018-04-16,2019-04-16,0,0,0,0.00,0.00,0.00
190499099288,100,184000.00,156,184000.00,12.0,6,1,1,0,1.0,1,0.0,1,0.0,2018-02-07,2018-08-07,0,0,0,0.00,0.00,0.00
300329015931,103,2700000.00,156,2700000.00,9.6,24,1,0,0,0.8,0,3.0,0,4.0,2018-03-11,2020-03-11,0,0,0,0.00,0.00,0.00
160456518551,113,235000.00,156,235000.00,9.6,3,1,2,0,1.0,1,0.0,0,5.0,2018-05-13,2018-08-13,0,0,0,0.00,0.00,0.00
060349083560,113,41000.00,156,41000.00,12.0,12,1,2,0,1.2,1,0.0,1,0.0,2018-05-05,2019-05-05,0,0,0,0.00,0.00,0.00
191025950500,107,33000.00,156,33000.00,8.4,24,1,2,0,0.5,0,2.0,0,5.0,2018-06-12,2020-06-12,0,0,0,0.00,0.00,0.00
181776646475,118,4000.00,156,4000.00,8.4,24,1,0,0,0.8,1,0.0,1,0.0,2018-01-25,2020-01-25,0,0,0,0.00,0.00,0.00
181892902962,115,333000.00,156,333000.00,7.2,12,1,2,0,1.0,0,1.0,1,0.0,2018-01-19,2019-01-19,0,0,0,0.00,0.00,0.00
261070489445,109,299000.00,156,299000.00,9.6,3,1,0,0,1.2,0,2.0,1,0.0,2018-04-04,2018-07-04,0,0,0,0.00,0.00,0.00
161529116374,113,1192000.00,156,1192000.00,10.8,12,1,0,0,1.0,0,1.0,0,4.0,2018-05-10,2019-05-10,0,0,0,0.00,0.00,0.00
091022785530,119,1155000.00,156,1155000.00,10.8,3,1,1,0,1.0,1,0.0,1,0.0,2018-01-10,2018-04-10,0,0,0,0.00,0.00,0.00
160953892243,107,2980000.00,156,2980000.00,10.8,3,1,1,0,1.2,1,0.0,0,4.0,2018-05-21,2018-08-21,0,0,0,0.00,0.00,0.00
181837418959,117,1715000.00,156,1715000.00,9.6,24,1,2,0,1.2,0,1.0,1,0.0,2018-01-17,2020-01-17,0,0,0,0.00,0.00,0.00
040836571631,100,2814000.00,156,2814000.00,8.4,3,1,2,0,0.8,1,0.0,1,0.0,2018-07-05,2018-10-05,0,0,0,0.00,0.00,0.00
090577992370,114,22000.00,156,22000.00,7.2,12,1,1,0,0.5,0,1.0,0,5.0,2018-06-14,2019-06-14,0,0,0,0.00,0.00,0.00
271468165193,103,80000.00,156,80000.00,10.8,24,1,0,0,1.0,0,2.0,1,0.0,2018-07-22,2020-07-22,0,0,0,0.00,0.00,0.00
110319883454,120,4000.00,156,4000.00,12.0,12,1,0,0,1.2,1,0.0,0,4.0,2018-07-20,2019-07-20,0,0,0,0.00,0.00,0.00
071231312906,103,163000.00,156,163000.00,10.8,12,1,1,0,0.5,1,0.0,1,0.0,2018-06-12,2019-06-12,0,0,0,0.00,0.00,0.00
061210926039,105,8000.00,156,8000.00,8.4,12,1,1,0,1.2,0,1.0,1,0.0,2018-03-22,2019-03-22,0,0,0,0.00,0.00,0.00
131160240986,109,809000.00,156,809000.00,10.8,24,1,1,0,0.5,0,1.0,1,0.0,2018-03-17,2020-03-17,0,0,0,0.00,0.00,0.00
060275330414,111,279000.00,156,279000.00,8.4,3,1,2,0,1.0,1,0.0,1,0.0,2018-07-17,2018-10-17,0,0,0,0.00,0.00,0.00
061293175287,109,19000.00,156,19000.00,10.8,24,1,2,0,1.2,0,1.0,1,0.0,2018-01-03,2020-01-03,0,0,0,0.00,0.00,0.00
270376114147,112,1000.00,156,1000.00,9.6,24,1,2,0,0.5,1,0.0,1,0.0,2018-03-19,2020-03-19,0,0,0,0.00,0.00,0.00
040979075784,110,49000.00,156,49000.00,8.4,3,1,2,0,0.5,0,2.0,1,0.0,2018-05-21,2018-08-21,0,0,0,0.00,0.00,0.00
130343867659,115,160000.00,156,160000.00,9.6,12,1,2,0,1.5,1,0.0,0,3.0,2018-02-08,2019-02-08,0,0,0,0.00,0.00,0.00
250204197276,107,662000.00,156,662000.00,7.2,24,1,2,0,1.0,1,0.0,0,3.0,2018-05-23,2020-05-23,0,0,0,0.00,0.00,0.00
141018837582,107,33000.00,156,33000.00,10.8,12,1,0,0,1.2,0,1.0,0,4.0,2018-04-20,2019-04-20,0,0,0,0.00,0.00,0.00
060774995484,118,32000.00,156,32000.00,10.8,3,1,2,0,1.5,1,0.0,0,5.0,2018-04-15,2018-07-15,0,0,0,0.00,0.00,0.00
260391030008,118,84000.00,156,84000.00,7.2,3,1,2,0,1.0,1,0.0,0,4.0,2018-06-12,2018-09-12,0,0,0,0.00,0.00,0.00
080952883248,102,589000.00,156,589000.00,9.6,6,1,1,0,1.0,1,0.0,0,4.0,2018-05-16,2018-11-16,0,0,0,0.00,0.00,0.00
231554135287,108,4712000.00,156,4712000.00,12.0,24,1,1,0,0.5,0,1.0,1,0.0,2018-07-28,2020-07-28,0,0,0,0.00,0.00,0.00
460000895688,110,37000.00,156,37000.00,10.8,12,1,2,0,0.8,1,0.0,1,0.0,2018-06-03,2019-06-03,0,0,0,0.00,0.00,0.00
171661344869,102,86000.00,156,86000.00,9.6,6,1,0,0,1.0,1,0.0,0,4.0,2018-07-24,2019-01-24,0,0,0,0.00,0.00,0.00
301721953636,118,2648000.00,156,2648000.00,8.4,6,1,0,0,0.8,0,3.0,0,3.0,2018-03-08,2018-09-08,0,0,0,0.00,0.00,0.00
120630995002,118,2101000.00,156,2101000.00,7.2,12,1,2,0,0.5,1,0.0,0,4.0,2018-04-29,2019-04-29,0,0,0,0.00,0.00,0.00
080525008721,114,1057000.00,156,1057000.00,10.8,12,1,1,0,1.0,1,0.0,0,4.0,2018-03-29,2019-03-29,0,0,0,0.00,0.00,0.00
191442075238,116,268000.00,156,268000.00,9.6,18,1,2,0,0.8,0,1.0,1,0.0,2018-07-17,2020-01-17,0,0,0,0.00,0.00,0.00
091267286014,105,18000.00,156,18000.00,9.6,24,1,2,0,0.8,1,0.0,0,3.0,2018-07-27,2020-07-27,0,0,0,0.00,0.00,0.00
181391796052,103,4879000.00,156,4879000.00,7.2,3,1,1,0,1.2,1,0.0,1,0.0,2018-05-01,2018-08-01,0,0,0,0.00,0.00,0.00
251367271940,108,11000.00,156,11000.00,7.2,3,1,1,0,1.2,0,3.0,1,0.0,2018-07-05,2018-10-05,0,0,0,0.00,0.00,0.00
110595661821,100,52000.00,156,52000.00,9.6,12,1,0,0,0.5,1,0.0,0,4.0,2018-07-30,2019-07-30,0,0,0,0.00,0.00,0.00
270281258106,101,100000.00,156,100000.00,8.4,6,1,0,0,0.5,0,2.0,0,3.0,2018-03-16,2018-09-16,0,0,0,0.00,0.00,0.00
131591589474,115,94000.00,156,94000.00,8.4,6,1,2,0,1.2,1,0.0,1,0.0,2018-04-27,2018-10-27,0,0,0,0.00,0.00,0.00
301067411009,118,70000.00,156,70000.00,7.2,24,1,0,0,1.5,0,3.0,1,0.0,2018-04-22,2020-04-22,0,0,0,0.00,0.00,0.00
171868894774,103,557000.00,156,557000.00,12.0,24,1,1,0,1.0,1,0.0,1,0.0,2018-02-13,2020-02-13,0,0,0,0.00,0.00,0.00
300434016954,112,208000.00,156,208000.00,7.2,3,1,2,0,1.0,1,0.0,0,5.0,2018-06-26,2018-09-26,0,0,0,0.00,0.00,0.00
270580116867,109,93000.00,156,93000.00,8.4,3,1,1,0,0.5,1,0.0,0,3.0,2018-04-08,2018-07-08,0,0,0,0.00,0.00,0.00
150232911599,120,252000.00,156,252000.00,7.2,6,1,1,0,0.5,0,2.0,0,3.0,2018-05-24,2018-11-24,0,0,0,0.00,0.00,0.00
180934274920,112,53000.00,156,53000.00,8.4,12,1,1,0,1.5,1,0.0,0,4.0,2018-01-08,2019-01-08,0,0,0,0.00,0.00,0.00
290447727558,110,27000.00,156,27000.00,12.0,6,1,2,0,1.5,0,2.0,1,0.0,2018-05-06,2018-11-06,0,0,0,0.00,0.00,0.00
090275319995,112,45000.00,156,45000.00,8.4,24,1,0,0,1.2,0,3.0,0,4.0,2018-02-08,2020-02-08,0,0,0,0.00,0.00,0.00
270358420224,107,175000.00,156,175000.00,12.0,12,1,1,0,1.0,0,2.0,0,4.0,2018-04-16,2019-04-16,0,0,0,0.00,0.00,0.00
160385892756,117,382000.00,156,382000.00,10.8,18,1,0,0,0.5,0,1.0,0,3.0,2018-04-15,2019-10-15,0,0,0,0.00,0.00,0.00
111119935837,113,20000.00,156,20000.00,7.2,6,1,1,0,0.5,1,0.0,1,0.0,2018-01-13,2018-07-13,0,0,0,0.00,0.00,0.00
041219042451,103,1674000.00,156,1674000.00,7.2,12,1,1,0,1.0,0,1.0,1,0.0,2018-03-05,2019-03-05,0,0,0,0.00,0.00,0.00
240443068849,104,645000.00,156,645000.00,7.2,18,1,1,0,0.5,1,0.0,1,0.0,2018-07-12,2020-01-12,0,0,0,0.00,0.00,0.00
301015770335,116,2279000.00,156,2279000.00,10.8,6,1,2,0,1.5,0,1.0,1,0.0,2018-06-04,2018-12-04,0,0,0,0.00,0.00,0.00
051014092936,100,1315000.00,156,1315000.00,7.2,24,1,0,0,1.5,1,0.0,1,0.0,2018-04-04,2020-04-04,0,0,0,0.00,0.00,0.00
130226722891,106,222000.00,156,222000.00,10.8,3,1,2,0,0.8,0,1.0,1,0.0,2018-06-03,2018-09-03,0,0,0,0.00,0.00,0.00
190408950256,115,249000.00,156,249000.00,10.8,3,1,0,0,1.5,1,0.0,1,0.0,2018-05-23,2018-08-23,0,0,0,0.00,0.00,0.00
150311694098,116,1917000.00,156,1917000.00,7.2,24,1,2,0,1.2,0,2.0,1,0.0,2018-05-19,2020-05-19,0,0,0,0.00,0.00,0.00
110344710956,119,51000.00,156,51000.00,10.8,18,1,0,0,1.5,0,3.0,0,4.0,2018-05-07,2019-11-07,0,0,0,0.00,0.00,0.00
161792066489,110,2183000.00,156,2183000.00,8.4,24,1,0,0,0.8,1,0.0,0,5.0,2018-04-09,2020-04-09,0,0,0,0.00,0.00,0.00
210595273053,100,30000.00,156,30000.00,12.0,24,1,0,0,0.8,1,0.0,0,4.0,2018-03-30,2020-03-30,0,0,0,0.00,0.00,0.00
091391829285,107,150000.00,156,150000.00,10.8,24,1,1,0,0.8,1,0.0,0,5.0,2018-02-05,2020-02-05,0,0,0,0.00,0.00,0.00
120987004148,100,46000.00,156,46000.00,10.8,24,1,2,0,0.8,0,1.0,1,0.0,2018-03-08,2020-03-08,0,0,0,0.00,0.00,0.00
190500249859,107,1529000.00,156,1529000.00,8.4,18,1,1,0,1.5,1,0.0,0,3.0,2018-04-12,2019-10-12,0,0,0,0.00,0.00,0.00
161474889193,110,15000.00,156,15000.00,8.4,18,1,0,0,1.2,1,0.0,0,5.0,2018-06-29,2019-12-29,0,0,0,0.00,0.00,0.00
310032003825,101,4476000.00,156,4476000.00,12.0,18,1,2,0,0.5,0,3.0,1,0.0,2018-02-02,2019-08-02,0,0,0,0.00,0.00,0.00
240975279830,118,31000.00,156,31000.00,10.8,24,1,0,0,0.5,1,0.0,0,3.0,2018-02-19,2020-02-19,0,0,0,0.00,0.00,0.00
240548192281,103,536000.00,156,536000.00,8.4,3,1,2,0,1.5,0,1.0,1,0.0,2018-04-25,2018-07-25,0,0,0,0.00,0.00,0.00
470040967244,120,1890000.00,156,1890000.00,7.2,24,1,2,0,0.8,1,0.0,0,5.0,2018-04-13,2020-04-13,0,0,0,0.00,0.00,0.00
161670543566,107,48000.00,156,48000.00,8.4,18,1,2,0,0.5,1,0.0,1,0.0,2018-07-04,2020-01-04,0,0,0,0.00,0.00,0.00
210330622055,107,455000.00,156,455000.00,8.4,6,1,0,0,0.5,1,0.0,0,5.0,2018-01-29,2018-07-29,0,0,0,0.00,0.00,0.00
301707372529,113,1817000.00,156,1817000.00,9.6,6,1,2,0,0.5,0,3.0,1,0.0,2018-01-09,2018-07-09,0,0,0,0.00,0.00,0.00
230346184953,108,82000.00,156,82000.00,10.8,18,1,2,0,1.2,0,2.0,1,0.0,2018-02-11,2019-08-11,0,0,0,0.00,0.00,0.00
131525172334,108,908000.00,156,908000.00,8.4,24,1,2,0,0.5,1,0.0,1,0.0,2018-04-01,2020-04-01,0,0,0,0.00,0.00,0.00
231829487664,114,1008000.00,156,1008000.00,9.6,6,1,2,0,1.5,0,2.0,1,0.0,2018-05-14,2018-11-14,0,0,0,0.00,0.00,0.00
061474315725,119,161000.00,156,161000.00,10.8,24,1,0,0,1.5,0,3.0,1,0.0,2018-05-14,2020-05-14,0,0,0,0.00,0.00,0.00
041028038397,120,18000.00,156,18000.00,10.8,12,1,0,0,1.2,1,0.0,1,0.0,2018-01-08,2019-01-08,0,0,0,0.00,0.00,0.00
241063590854,109,24000.00,156,24000.00,7.2,12,1,0,0,0.5,1,0.0,1,0.0,2018-05-25,2019-05-25,0,0,0,0.00,0.00,0.00
301776941669,101,21000.00,156,21000.00,10.8,6,1,0,0,0.8,1,0.0,1,0.0,2018-05-25,2018-11-25,0,0,0,0.00,0.00,0.00
240851479081,111,73000.00,156,73000.00,9.6,24,1,1,0,0.5,1,0.0,0,4.0,2018-04-03,2020-04-03,0,0,0,0.00,0.00,0.00
470033768530,110,2841000.00,156,2841000.00,8.4,12,1,2,0,0.5,1,0.0,0,4.0,2018-07-01,2019-07-01,0,0,0,0.00,0.00,0.00
200902574762,101,269000.00,156,269000.00,7.2,24,1,1,0,1.0,1,0.0,0,3.0,2018-04-07,2020-04-07,0,0,0,0.00,0.00,0.00
251708584741,119,187000.00,156,187000.00,7.2,12,1,1,0,0.8,0,3.0,0,4.0,2018-02-17,2019-02-17,0,0,0,0.00,0.00,0.00
141036842257,115,250000.00,156,250000.00,10.8,6,1,2,0,1.5,1,0.0,1,0.0,2018-06-30,2018-12-30,0,0,0,0.00,0.00,0.00
171272429104,112,30000.00,156,30000.00,7.2,18,1,0,0,0.5,1,0.0,1,0.0,2018-07-06,2020-01-06,0,0,0,0.00,0.00,0.00
160704262900,104,877000.00,156,877000.00,12.0,6,1,1,0,0.8,1,0.0,0,4.0,2018-02-23,2018-08-23,0,0,0,0.00,0.00,0.00
